FID,FACILITYID,FACLAT,FATLONG,FATNAME,ExI,noisef,Soundlvl,remoteness,lux,Lightness,Miles,,,
16864,250497,42.6660086,-124.1496474,Iron Mountain South Trailhead,0.4287,0.01,0,3,9,0,12.8500004,,,
2461,233866,48.07055556,-121.6555556,Red Bridge Campground,1.77316,0.06,1,2,6,0,12.8400002,,,
8709,241183,40.01005247,-105.5697056,Rainbow Lakes Campground,2.08303,0.07,2,3,8,0,12.8400002,,,
11273,243994,34.136886,-108.490725,Cove Day Use Area,2.81595,0.09,2,2,14,0,12.8400002,,,
13801,247119,41.287038,-111.643742,Lower Meadows Campground,5.44107,0.17,2,2,14,0,12.8400002,,,
16504,250135,43.310697,-122.162651,East Lemolo Campground,0.97883,0.03,1,2,8,0,12.8400002,,,
9034,241521,31.5077,-109.022,Peloncillo Mountains,2.41592,0.08,2,2,18,0,12.8299999,,,
9195,241687,33.87458889,-109.4116194,Big Lake Marina Boating Site,2.99846,0.09,2,2,9,0,12.8299999,,,
13228,246266,42.94284515,-121.0647233,East Bay Developed Campground,1.1378,0.04,1,2,13,0,12.8299999,,,
13145,246173,41.45027778,-120.2408333,Pepperdine Campground,0.09479,0,0,3,11,0,12.8199997,,,
13146,246174,41.45027778,-120.2408333,Pepperdine Equestrian Campground,0.09479,0,0,3,11,0,12.8199997,,,
15799,249403,37.77619251,-106.833948,Wagon Wheel Gap Interpretive Site,3.85642,0.12,2,2,17,0,12.8199997,,,
538,231928,43.75666667,-110.9188889,TETON CANYON,2.69311,0.08,2,3,12,0,12.8100004,,,
3618,235038,41.6165,-123.1829,Paradise Trailhead,1.22968,0.04,1,2,8,0,12.8100004,,,
6370,238494,46.182934,-122.053613,Smith Creek Trailhead (Road 8322),1.84725,0.06,1,3,6,0,12.8100004,,,
17774,251425,30.197764,-84.727366,Jewel Tower,2.77761,0.09,2,2,10,0,12.8100004,,,
8853,241337,35.529918,-92.839323,Mountain Man Trailhead,1.79493,0.06,1,3,9,0,12.8000002,,,
13010,246018,44.98294531,-118.5879724,Forks Trailhead,0.34586,0.01,0,2,8,0,12.8000002,,,
16853,250486,42.05218571,-123.1299634,Hart-tish Day Use,1.35241,0.04,1,2,8,0,12.8000002,,,
16947,250582,42.05223172,-123.1301915,Grouse Loop - Hart-tish Park Trailhead,1.35241,0.04,1,2,8,0,12.8000002,,,
3617,235037,41.5951,-123.1422,Lovers Camp Trailhead,1.0791,0.03,1,2,8,0,12.79,,,
9627,242168,47.9701,-120.791,Rock Creek Campground,0.91133,0.03,1,2,6,0,12.79,,,
12133,245007,39.24622697,-105.3544181,Wigwam Trailhead #609,1.93394,0.06,1,2,13,0,12.79,,,
15284,248883,40.578714,-105.505073,Greer Road (#154 #154A-C),2.72476,0.09,2,2,9,0,12.79,,,
5033,236863,44.327795,-119.710504,Black Canyon West (Formerly Dusty Camp) Trailhead,1.3267,0.04,1,2,11,0,12.7799997,,,
17067,250705,42.01350297,-123.0185438,Elliot Ridge Trailhead,0,0,0,2,8,0,12.7799997,,,
1602,233000,60.36805556,-149.0122222,UPPER PARADISE LAKE CABIN,0,0,0,3,26,0,12.7700005,,,
9628,242169,47.9692,-120.788,Rock Creek Trailhead,0.40993,0.01,0,2,6,0,12.7700005,,,
10255,242870,34.81333333,-119.1227778,Chula Vista Campground,1.446,0.05,1,3,14,0,12.7700005,,,
10285,242905,34.81333333,-119.1227778,Chumash Wilderness,1.446,0.05,1,3,14,0,12.7700005,,,
11277,243998,34.137543,-108.48919,Juniper Campground,2.81595,0.09,2,2,14,0,12.7700005,,,
2736,234144,43.58111111,-122.6413889,MUSICK GUARD STATION,0.30003,0.01,0,2,9,0,12.7600002,,,
8329,240782,46.7844232,-116.1490556,Partridge Creek Campground,1.72068,0.05,1,3,6,0,12.7600002,,,
8714,241188,40.02784661,-105.5248864,Sourdough Trailhead,4.1562,0.13,2,3,9,0,12.7600002,,,
8872,241357,36.1629,-105.5827,Comales Campground,1.5988,0.05,1,2,10,0,12.7600002,,,
10253,242868,34.83333333,-119.2041667,Campo Alto Campground,1.51711,0.05,1,2,11,0,12.7600002,,,
7740,240129,39.592428,-111.201315,Huntington Creek Flyfishing Site,3.75884,0.12,2,3,10,0,12.75,,,
9137,241629,33.88330833,-109.4288611,Railroad Cove Trailhead,0.81997,0.03,1,2,8,0,12.75,,,
9194,241686,33.88331111,-109.4288583,Big Lake Railroad Cove Boating Site,0.81997,0.03,1,2,8,0,12.75,,,
8549,241015,47.962275,-91.57065,Tofte Lake,0.49961,0.02,0,2,9,0,12.7399998,,,
16866,250499,42.74711329,-124.1835038,Barklow Mountain West Trailhead,0.67618,0.02,0,3,6,0,12.7399998,,,
31,202063,42.84291803,-111.6033706,Blackfoot Reservoir Campground,4.34532,0.14,2,2,18,0,12.7299995,,,
8845,241329,35.89736,-93.45723,Upper Buffalo Wilderness Area,1.39835,0.04,1,3,9,0,12.7299995,,,
8852,241336,35.89736,-93.45723,Whitaker Point Trailhead,1.39835,0.04,1,3,9,0,12.7299995,,,
8934,241419,31.8425,-109.278,Chiricahua Mountains,1.20233,0.04,1,2,13,0,12.7299995,,,
13111,246139,41.45083333,-120.2425,Pepperdine Trailhead,0.01696,0,0,3,11,0,12.7299995,,,
15751,249355,38.025,-105.674859,North Crestone Picnic Site,1.75875,0.05,1,3,8,0,12.7299995,,,
15851,249456,38.025385,-105.674859,North Crestone Creek Campground,1.75875,0.05,1,3,8,0,12.7299995,,,
9615,242155,47.9549,-120.735,Minnow Creek Trailhead,3.47297,0.11,2,2,35,0,12.7200003,,,
2735,234143,43.5875,-122.6552778,FAIRVIEW PEAK LOOKOUT TOWER,0.74369,0.02,0,2,9,0,12.71,,,
8681,241155,40.1211758,-105.5239329,Beaver Reservoir Trailhead,3.14909,0.1,2,3,9,0,12.71,,,
109,202236,42.56295,-109.06555,Sweetwater River Campground,2.18461,0.07,2,3,11,0,12.6999998,,,
15282,248881,40.577552,-105.513309,Hurley Road (#352 #352A),2.50975,0.08,2,2,9,0,12.6999998,,,
1734,233132,45.7675,-115.9516667,ADAMS RANGER STATION,2.25876,0.07,2,2,8,0,12.6899996,,,
5933,238007,35.068859,-112.029072,JD Dam,0.18374,0.01,0,2,13,0,12.6899996,,,
10933,243642,37.3678145,-118.9773047,Vermillion View Observation Site,0.40877,0.01,0,2,11,0,12.6899996,,,
1751,233149,38.10637222,-111.2768361,LOWER BOWNS,2.76005,0.09,2,2,18,0,12.6800003,,,
6577,238730,39.00888889,-106.8263889,Pearl Pass Dispersed Camping,1.09523,0.03,1,2,16,0,12.6800003,,,
8702,241176,40.12969279,-105.5233877,Middle Saint Vrain Trailhead,3.6167,0.11,2,2,9,0,12.6800003,,,
15193,248788,46.114661,-115.205219,Fog Mountain Trailhead,1.30243,0.04,1,3,9,0,12.6800003,,,
16838,250470,42.586,-122.301,Middle South Fork Trailhead,0.60401,0.02,0,2,6,0,12.6800003,,,
1792,233192,43.73694444,-121.2002778,Cinder Hill Campground,0,0,0,3,9,0,12.6700001,,,
7562,239930,45.39116772,-114.2548096,Spring Creek Campground,0.54387,0.02,0,3,17,0,12.6599998,,,
8721,241195,39.95049861,-105.504401,West Magnolia,5.15216,0.16,2,2,96,1,12.6599998,,,
9116,241608,33.88745833,-109.419575,Big Lake- North Shore Boating Day Use Area Picnic,2.79928,0.09,2,2,8,0,12.6599998,,,
3100,234510,40.69129167,-105.4321389,NARROWS (CO),3.48462,0.11,2,3,17,0,12.6499996,,,
3813,235267,46.9395,-121.9398,Evans Creek Campground,2.38718,0.07,2,2,6,0,12.6499996,,,
6984,239301,48.05755894,-113.6437743,Peter's Creek Campground,1.05089,0.03,1,2,7,0,12.6499996,,,
8054,240481,43.9606782,-103.8413469,Ditch Creek Campground,2.03523,0.06,1,3,10,0,12.6499996,,,
11272,243993,34.138103,-108.483553,Pinon Campground,3.07835,0.1,2,2,14,0,12.6499996,,,
15230,248828,43.96052854,-103.8415677,Ditch Creek Motorized Trailhead,2.03523,0.06,1,3,10,0,12.6499996,,,
8544,241009,47.955737,-91.56209,Ojibway and Triangle Lakes,1.03731,0.03,1,2,9,0,12.6400003,,,
9418,241915,46.705556,-111.615833,Never Sweat Trailhead,2.52309,0.08,2,2,13,0,12.6400003,,,
12125,244998,39.32778414,-105.1873838,Scraggy View Picnic Area,3.17257,0.1,2,2,11,0,12.6400003,,,
13221,246259,42.4674105,-120.6395024,Dairy Point Developed Campground,0.72094,0.02,0,2,13,0,12.6400003,,,
16986,250623,42.81644043,-124.0131368,Big Tree Trailhead,0,0,0,2,6,0,12.6400003,,,
17011,250649,42.81638,-124.0131502,Elk Creek Falls Trailhead,0,0,0,2,6,0,12.6400003,,,
2746,234154,42.01611111,-123.4594444,BOLAN MOUNTAIN LOOKOUT,0.92662,0.03,1,2,8,0,12.6300001,,,
9354,241847,45.890642,-113.717948,Mccart Trailhead,1.30199,0.04,1,3,6,0,12.6300001,,,
6918,239097,43.756,-110.9151,Teton Canyon Rd.,3.11354,0.1,2,3,12,0,12.6199999,,,
6184,238279,46.714016,-87.954419,Yellow Dog Falls,0.98961,0.03,1,2,8,0,12.6000004,,,
7601,239981,44.85012732,-114.2601195,Morgan Summit Trailhead,2.15004,0.07,2,3,10,0,12.6000004,,,
7652,240033,39.142343,-111.452502,Ferron Reservoir,1.7623,0.06,1,2,11,0,12.6000004,,,
7780,240174,39.055362,-111.50503,Blue Lake,0.43621,0.01,0,2,16,0,12.6000004,,,
5237,237077,43.71759,-121.20959,East Lake Campground,0.20029,0.01,0,3,9,0,12.5900002,,,
13223,246261,42.47620929,-120.6823072,Happy Camp Developed Campground,0.67864,0.02,0,2,13,0,12.5900002,,,
15544,249146,35.71031823,-105.4122388,El Porvenir Campground,2.44833,0.08,2,2,18,0,12.5900002,,,
5240,237080,43.71769,-121.20976,East Lake Boating Site,0.20029,0.01,0,3,9,0,12.5799999,,,
13057,246076,46.2744712,-117.553167,Rose Spring Sno-Park,1.25284,0.04,1,2,9,0,12.5799999,,,
9132,241624,33.20530556,-109.1490389,Frisco Camp Picnic Site,2.19075,0.07,2,2,17,0,12.5699997,,,
9298,241790,46.181763,-113.896474,Skalkaho  Snowpark,4.80371,0.15,2,3,10,0,12.5699997,,,
10266,242885,34.860727,-119.228148,Toad Springs Campground,3.99083,0.12,2,2,16,0,12.5699997,,,
452,231842,44.01256667,-103.8029972,WHITETAIL,1.15663,0.04,1,3,10,0,12.5600004,,,
2751,234159,42.34416667,-124.1652778,SNOW CAMP LOOKOUT,0.56814,0.02,0,3,12,0,12.5600004,,,
8065,240492,44.018,-103.799,Deerfield Reservoir Complex,1.13559,0.04,1,3,10,0,12.5600004,,,
8075,240503,44.018,-103.799,Deerfield Reservoir,1.13559,0.04,1,3,10,0,12.5600004,,,
12999,246004,44.8958501,-118.724275,Battle Creek Trailhead,1.56852,0.05,1,3,9,0,12.5600004,,,
890,232280,39.9325,-105.4977778,KELLY DAHL,3.84834,0.12,2,2,10,0,12.5500002,,,
1786,233186,42.05472222,-123.1144444,HART-TISH PARK at APPLEGATE LAKE,0.78646,0.02,0,2,8,0,12.5500002,,,
1827,233227,31.75361111,-109.3580556,CAMP RUCKER GROUP SITE,1.39049,0.04,1,2,16,0,12.5500002,,,
4499,236150,57.609694,-134.473056,Thayer Lake (s) Shelter Lookout/cabin,0,0,0,3,6,0,12.5500002,,,
15526,249128,35.6983669,-105.4219587,E.V. Long Campground,3.06916,0.1,2,2,13,0,12.5500002,,,
16770,250401,42.00196045,-123.0450281,Carlton Pasture Trailhead,0,0,0,2,8,0,12.5500002,,,
16818,250450,42.023,-123.457,Bolan Trailhead,1.19687,0.04,1,2,8,0,12.5500002,,,
3381,234793,48.35441667,-115.0383611,FAIRVIEW RANGER STATION,0.39217,0.01,0,3,9,0,12.54,,,
8540,241005,47.957135,-91.568007,Glacier Pond 1,1.05174,0.03,1,2,9,0,12.54,,,
17066,250704,42.05506209,-123.1181407,Da-Ku-Be-Te-De - Swayne Viewpoint Trailhead,1.52634,0.05,1,2,8,0,12.54,,,
4295,235837,44.823142,-121.796392,Lower Lake Campground,0.95159,0.03,1,3,6,0,12.5299997,,,
10113,242706,35.912,-118.207,Domeland Wilderness,1.58671,0.05,1,2,21,0,12.5299997,,,
13424,246490,35.755298,-99.9434875,Lindley Unit 20 Parking Day Use Area,1.68333,0.05,1,3,18,0,12.5299997,,,
11205,243923,36.3548,-115.6407,Sawmill Trailhead,5.81188,0.18,2,2,17,0,12.5200005,,,
9260,241752,33.87878611,-109.4076028,Big Lake Visitor Center Interpretive Site (minor),3.50947,0.11,2,2,9,0,12.5,,,
16937,250572,42.03072028,-123.1493647,Copper Boat Ramp,0.99514,0.03,1,2,9,0,12.5,,,
1544,232942,58.31238889,-133.9568611,TURNER LAKE WEST CABIN,0,0,0,3,5,0,12.4899998,,,
9254,241746,33.89081111,-109.4135306,Big Lake Dam Parking Fishing Site,3.39613,0.11,2,2,8,0,12.4899998,,,
17072,250711,42.05025883,-122.85588,Wrangle Camp Trailhead,0,0,0,2,12,0,12.4899998,,,
17108,250748,42.05025794,-122.8559198,Wrangle Campground,0,0,0,2,12,0,12.4899998,,,
987,232377,48.07333333,-121.59,Tulalip Group Camp,1.28933,0.04,1,2,6,0,12.4799995,,,
2883,234292,45.88472222,-113.7175,MCCART LOOKOUT,1.37587,0.04,1,3,6,0,12.4799995,,,
7926,240336,45.0463152,-115.92912,Duck/Hum Lake Trailhead,1.73486,0.05,1,2,13,0,12.4799995,,,
11278,243999,34.138036,-108.469777,El Caso I-III Campground,3.05846,0.1,2,2,14,0,12.4799995,,,
16481,250112,43.106197,-122.5934,Camp Comfort Campground,0.08384,0,0,3,6,0,12.4799995,,,
17079,250718,42.02350503,-123.4582443,Bolan Lake Campground,0.89734,0.03,1,3,8,0,12.4799995,,,
17102,250742,42.05580993,-123.1182749,Swayne Viewpoint,1.52634,0.05,1,2,8,0,12.4799995,,,
1561,232959,55.17599722,-131.80565,PHOCENA BAY CABIN,0,0,0,2,6,0,12.4700003,,,
12744,245729,36.233197,-118.230057,Kern Plateau,0.74577,0.02,0,3,9,0,12.4700003,,,
1621,233019,56.53027778,-133.1419444,KAH SHEETS BAY CABIN,0,0,0,3,6,0,12.46,,,
5035,236865,44.341268,-119.730452,Boeing Field Trailhead,0.37188,0.01,0,2,11,0,12.46,,,
8066,240493,44.0144259,-103.799366,Mountain City Picnic Area,0.98282,0.03,1,3,10,0,12.46,,,
15248,248847,40.610535,-105.851031,Greenridge Road (#177 #319),3.72543,0.12,2,2,8,0,12.46,,,
16955,250591,42.41500504,-123.8082824,York Butte Trailhead,0,0,0,3,7,0,12.46,,,
9674,242217,48.35259,-120.407,Eagle Creek/Oval Trailhead,0.76433,0.02,0,2,7,0,12.4499998,,,
12126,244999,39.19591861,-105.3453445,Sheep Rock Trailhead,2.86967,0.09,2,2,17,0,12.4499998,,,
16802,250434,42.45391986,-123.7697364,$8 Bridge Picnic Site,0.16381,0.01,0,2,11,0,12.4499998,,,
730,232120,48.09166667,-121.7847222,Verlot Campground,2.12487,0.07,2,2,7,0,12.4399996,,,
1769,233167,39.14083333,-111.4580556,INDIAN CREEK GUARD STATION,0.5152,0.02,0,2,11,0,12.4399996,,,
2624,234030,45.1225,-116.0288889,UPPER PAYETTE LAKE CAMPGROUND,0.68725,0.02,0,2,12,0,12.4300003,,,
3459,234873,45.12381,-113.44822,Reservoir Lake Campground and Picnic Area,2.14017,0.07,2,3,9,0,12.4300003,,,
3787,235231,48.07392778,-121.5960722,Dick Sperry Picnic Area,1.35609,0.04,1,2,6,0,12.4300003,,,
9723,242266,48.358341,-120.416583,War Creek Trailhead,0.60068,0.02,0,2,7,0,12.4300003,,,
244,203821,38.7738,-107.7723,Hotchkiss National Fish Hatchery,8.10952,0.25,3,3,17,0,12.4200001,,,
8867,241352,36.4017,-106.2536,El Rito Campground,3.65012,0.11,2,2,11,0,12.4200001,,,
9444,241942,47.9625,-120.300915,North 25 Mile Creek Trailhead,0.96878,0.03,1,3,8,0,12.4200001,,,
11822,244632,45.77215,-122.242968,Trailhead: Silver Star,2.0659,0.06,1,2,9,0,12.4200001,,,
979,232369,40.13,-105.5183333,CAMP DICK,3.82554,0.12,2,2,11,0,12.4099998,,,
1781,233180,39.13027778,-120.4169444,LEWIS at FRENCH MEADOWS,1.05122,0.03,1,2,8,0,12.4099998,,,
3471,234886,45.63449,-113.08011,Willow Campground,0.83331,0.03,1,2,9,0,12.4099998,,,
6271,238379,41.44528067,-121.885576,Trout Creek Campground,0.62048,0.02,0,2,12,0,12.4099998,,,
7539,239905,44.63066221,-113.7886506,Morse Creek Campground,1.764,0.06,1,3,10,0,12.4099998,,,
7782,240176,39.283008,-111.371029,Academy Mill Reservoir,0,0,0,3,11,0,12.4099998,,,
2844,234252,43.15027778,-111.32,CARIBOU MOUNTAIN GUARD STATION,3.22958,0.1,2,3,12,0,12.3999996,,,
9828,242378,39.526677,-123.131332,Sanhedrin Wilderness,0.17123,0.01,0,3,10,0,12.3999996,,,
13050,246069,46.120302,-117.485097,Misery Spring Campground,1.8479,0.06,1,3,10,0,12.3999996,,,
6252,238357,40.14053414,-122.8291488,Tomhead Saddle Campground,0,0,0,2,9,0,12.3900003,,,
11279,244000,34.138134,-108.461414,El Caso Throwdown Campground,1.16668,0.04,1,2,14,0,12.3900003,,,
85,202188,40.89902,-109.17155,Bridge Hollow Campground: Green River,2.36691,0.07,2,2,20,0,12.3800001,,,
810,232200,33.87638889,-109.4038889,RAINBOW (AZ),2.7996,0.09,2,2,9,0,12.3800001,,,
1597,232995,60.69277778,-148.3983333,PAULSON BAY CABIN,0,0,0,3,5,0,12.3800001,,,
1860,233260,36.5786,-118.2922972,Mt. WHITNEY,0.59036,0.02,0,2,30,0,12.3800001,,,
8598,241068,47.953426,-91.566896,Glacier Pond 2,0.8449,0.03,1,2,9,0,12.3800001,,,
5062,236893,44.09549,-121.62251,Three Creek Lake Campground,0.44674,0.01,0,2,9,0,12.3699999,,,
10260,242876,34.88027778,-119.2155556,Marian Campground,1.63344,0.05,1,2,15,0,12.3699999,,,
263,203840,45.86669922,-121.9670029,Carson National Fish Hatchery,2.10561,0.07,2,2,6,0,12.3599997,,,
9992,242547,46.72773,-110.41081,Russian Flat Campground,1.14348,0.04,1,2,12,0,12.3599997,,,
4012,235489,41.3443403,-106.5029011,South Brush Creek Campground,2.02395,0.06,1,2,7,0,12.3500004,,,
4391,235968,44.8141,-121.7889,Olallie Lake Day Use/Picnic Site,1.76311,0.06,1,3,6,0,12.3500004,,,
13119,246147,41.66004167,-120.7748861,Reservoir C Boating Site,1.65205,0.05,1,2,16,0,12.3500004,,,
13164,246192,41.66027778,-120.7738889,Reservoir C Campground,1.65205,0.05,1,2,16,0,12.3500004,,,
1024,232414,39.14555556,-111.4552778,FERRON RESERVOIR,0.01433,0,0,2,11,0,12.3400002,,,
3023,234432,48.83611111,-115.9291667,MT. BALDY-BUCKHORN RIDGE,1.27906,0.04,1,3,8,0,12.3400002,,,
4297,235841,44.813797,-121.788961,Olallie Lake Resort,1.76311,0.06,1,3,6,0,12.3400002,,,
5844,237907,34.9424,-112.0645,Sycamore Canyon Wilderness,1.37009,0.04,1,2,18,0,12.3400002,,,
6364,238488,46.15924,-122.0958,Lahar Viewpoint Interpretive Site,1.65573,0.05,1,3,6,0,12.3400002,,,
3919,235385,48.178404,-121.359969,Crystal Creek Trailhead,1.0792,0.03,1,3,6,0,12.3299999,,,
15252,248851,40.581595,-105.469083,West White Pine Road (#100),2.29224,0.07,2,2,9,0,12.3299999,,,
4299,235845,44.812161,-121.78715,Paul Dennis (Olallie Lake) Campground,1.8213,0.06,1,3,6,0,12.3199997,,,
4556,236239,58.3156,-133.9729,Turner Lake Trailhead,0,0,0,3,5,0,12.3199997,,,
5021,236850,43.98364,-121.6062,Vista Butte Sno-Park,4.95543,0.15,2,3,9,0,12.3199997,,,
11951,244767,39.0947169,-106.5424888,Lake Creek Avalanche Observation Site,3.6761,0.11,2,3,9,0,12.3199997,,,
15765,249369,37.712106,-106.905502,Pierce Elliott Trailhead # 851,2.53108,0.08,2,2,8,0,12.3199997,,,
1793,233193,43.70334167,-121.7631917,Gull Point Campground,0.44396,0.01,0,2,6,0,12.3100004,,,
1967,233368,47.68805556,-115.9266667,AVERY CREEK CABIN,0.61484,0.02,0,2,8,0,12.3100004,,,
3697,235119,38.581509,-111.478654,Hogan Pass Trailhead,5.88363,0.18,2,2,19,0,12.3100004,,,
9626,242167,47.9622,-120.788,Riverbend Campground,0.64035,0.02,0,2,6,0,12.3100004,,,
11032,243743,44.305081,-118.5514,Trout Farm Campground,2.04154,0.06,1,2,8,0,12.3100004,,,
13255,246296,42.61149463,-121.0938895,Horseglades Trailhead,1.37166,0.04,1,2,14,0,12.3100004,,,
13309,246352,33.57472062,-107.4039569,Springtime Campground,0.42385,0.01,0,2,14,0,12.3100004,,,
17295,250946,43.8861,-122.246,North Fork Segment 5 Trailhead,1.39941,0.04,1,2,6,0,12.3100004,,,
2442,233847,40.49138889,-111.1036111,MILL HOLLOW,1.28331,0.04,1,2,9,0,12.3000002,,,
6503,238648,39.74722222,-107.3,White Owl Campground,0.72625,0.02,0,2,12,0,12.3000002,,,
9782,242331,39.264322,-122.698635,Cedar Camp Campground,0.09912,0,0,2,8,0,12.3000002,,,
1905,233305,44.81388889,-121.7902778,OLALLIE LAKE GUARD STATION CABIN,1.76311,0.06,1,3,6,0,12.29,,,
982,232372,48.08222222,-121.5338889,Beaver Creek Group Camp,2.2036,0.07,2,2,7,0,12.2799997,,,
2510,233915,41.28194444,-111.6530556,SOUTH FORK (UT),4.76863,0.15,2,2,14,0,12.2799997,,,
6357,238480,46.16585,-122.08832,Lava Canyon Interpretive Site,1.00594,0.03,1,3,6,0,12.2700005,,,
9265,241757,33.87969722,-109.4036444,Big Lake Shower Other Recreation Concession Site,3.0722,0.1,2,2,9,0,12.2700005,,,
9266,241758,33.88050556,-109.4041083,Big Lake Dump Station Dump Station,3.09524,0.1,2,2,9,0,12.2700005,,,
15563,249165,36.04780909,-106.688395,Tea Kettle Rock,2.09678,0.07,2,2,9,0,12.2700005,,,
16995,250633,42.03136083,-123.3910136,Sucker Creek - Illinois Valley Trailhead,0.55158,0.02,0,2,7,0,12.25,,,
728,232118,48.09555556,-121.7902778,Turlo Campground,2.43051,0.08,2,2,12,0,12.2399998,,,
3862,235328,47.91492889,-121.3126823,Blanca Lake Trailhead,1.03845,0.03,1,2,6,0,12.2399998,,,
9669,242212,48.6739,-120.13692,Chewuch Campground,0.55589,0.02,0,2,9,0,12.2399998,,,
10847,243521,37.36364132,-118.9835503,Bear Ridge Cutoff Trailhead,0.43466,0.01,0,2,11,0,12.2399998,,,
17456,251107,43.8938,-115.385,Horse Heaven / Swanholm Trailhead,1.85244,0.06,1,2,17,0,12.2299995,,,
4661,236411,57.054694,-135.690139,Mt Edgecumbe Midway Shelter,0,0,0,3,9,0,12.2200003,,,
7786,240180,38.472466,-109.205756,Blue Lake,0.84842,0.03,1,3,9,0,12.2200003,,,
8570,241040,47.727398,-91.149167,Silver Island Lk Rustic Campgd & Backcountry Sites,0.87405,0.03,1,3,8,0,12.2200003,,,
9131,241623,33.10498333,-109.092375,Bear Track Camp Picnic Site,0.77065,0.02,0,2,13,0,12.2200003,,,
9651,242194,47.9628,-120.945,White River Trailhead,0.20177,0.01,0,2,8,0,12.2200003,,,
12213,245092,34.7748889,-94.9289722,Kiamichi Shooting Range,1.03222,0.03,1,2,8,0,12.2200003,,,
15256,248855,40.932795,-105.643606,Acme Creek Road (#219),2.24937,0.07,2,2,7,0,12.2200003,,,
16943,250578,42.66291,-122.28576,Seven Lakes Trailhead,0.51857,0.02,0,3,7,0,12.2200003,,,
6188,238284,46.65881,-90.043825,Rainbow Falls,0.93952,0.03,1,2,8,0,12.21,,,
17082,250721,42.36455486,-124.1724766,Fairview Meadow Trailhead,0.76811,0.02,0,3,11,0,12.21,,,
104,202230,41.60278,-107.25483,Teton Reservoir Campground,5.15595,0.16,2,2,23,0,12.1999998,,,
2941,234350,45.41,-113.6830556,TWIN LAKES CABIN (MT),1.28435,0.04,1,3,7,0,12.1999998,,,
6373,238497,46.165526,-122.09105,Ape Canyon Trailhead,1.50701,0.05,1,3,6,0,12.1899996,,,
9080,241569,34.50939167,-110.8409389,Chevelon Canyon Lake Campground,1.03024,0.03,1,2,15,0,12.1899996,,,
10850,243524,37.27796667,-119.9751,Dutch/hidden Trailhead,1.48789,0.05,1,2,22,0,12.1899996,,,
12310,245206,42.430015,-113.013825,Mill Flat Campground,0.88502,0.03,1,2,10,0,12.1899996,,,
17293,250944,43.4428,-122.193,Middle Fork Willamette Trailhead at Road 2153,1.87664,0.06,1,2,8,0,12.1800003,,,
3630,235050,41.0715,-122.9401,Bigflat Trailhead,0.19012,0.01,0,3,9,0,12.1700001,,,
13024,246037,44.78344788,-118.5951752,Olive Lake Campground,0.74514,0.02,0,2,8,0,12.1700001,,,
4689,236469,56.27,-132.128333,Long Lake Trailhead,0,0,0,3,6,0,12.1599998,,,
5124,236960,43.70568,-121.75772,Gull Point Boating Site,0,0,0,2,5,0,12.1599998,,,
10437,243063,44.58956466,-107.1250968,Little Goose Campground,1.26312,0.04,1,2,12,0,12.1599998,,,
13120,246148,41.8589,-120.5957,Green Springs Boating Site,0,0,0,3,17,0,12.1599998,,,
13222,246260,42.55880792,-120.7741025,Dead Horse Lake Developed Campground,0.75024,0.02,0,2,9,0,12.1599998,,,
4452,236087,45.53836,-110.15005,East Boulder Campground,2.38597,0.07,2,2,9,0,12.1499996,,,
15449,249051,39.821,-121.12,Mount. Ararat,0.15743,0,0,2,8,0,12.1400003,,,
16847,250479,42.10499934,-124.0141123,Red Mountain Trailhead,0.02213,0,0,3,6,0,12.1400003,,,
486,231876,39.31638889,-105.2666667,KELSEY CAMPGROUND,0.73009,0.02,0,2,10,0,12.1199999,,,
10261,242877,34.81,-119.1072222,Mt. Pinos Campground,2.32052,0.07,2,2,15,0,12.1199999,,,
2393,233798,39.44611111,-111.1419444,LITTLE BEAR GROUP,1.27688,0.04,1,2,15,0,12.1099997,,,
6582,238738,39.36027778,-106.6944444,Black Bess Picnic Site Picnic Site,1.24626,0.04,1,2,11,0,12.1099997,,,
11450,244212,43.49809,-122.33391,Sacandaga Campground,0.18369,0.01,0,2,8,0,12.1099997,,,
13513,246790,47.308585,-103.473584,Magpie Campground,2.39187,0.07,2,3,19,0,12.1099997,,,
16924,250559,42.36411065,-124.1746731,Snow Camp Trailhead,0.76811,0.02,0,3,11,0,12.1000004,,,
